instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,day_type,year_label,month_name,weekday_name
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Spring,Clear,Weekend/Holiday,2011,January,Sunday
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Spring,Clear,Weekend/Holiday,2011,January,Sunday
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Spring,Clear,Weekend/Holiday,2011,January,Sunday
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear,Weekend/Holiday,2011,January,Sunday
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear,Weekend/Holiday,2011,January,Sunday
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Spring,Clear,Weekend/Holiday,2011,January,Sunday
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Spring,Clear,Weekend/Holiday,2011,January,Sunday
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Spring,Clear,Weekend/Holiday,2011,January,Sunday
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Spring,Clear,Weekend/Holiday,2011,January,Sunday
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Spring,Clear,Weekend/Holiday,2011,January,Sunday
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Spring,Clear,Weekend/Holiday,2011,January,Sunday
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Spring,Clear,Weekend/Holiday,2011,January,Sunday
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Spring,Clear,Weekend/Holiday,2011,January,Sunday
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Spring,Clear,Weekend/Holiday,2011,January,Sunday
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Spring,Clear,Weekend/Holiday,2011,January,Sunday
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Spring,Clear,Weekend/Holiday,2011,January,Sunday
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Spring,Clear,Weekend/Holiday,2011,January,Sunday
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Spring,Clear,Weekend/Holiday,2011,January,Sunday
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Spring,Clear,Weekend/Holiday,2011,January,Sunday
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Spring,Clear,Weekend/Holiday,2011,January,Sunday
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Spring,Clear,Weekend/Holiday,2011,January,Sunday
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Spring,Clear,Weekend/Holiday,2011,January,Sunday
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Spring,Clear,Weekend/Holiday,2011,January,Sunday
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Spring,Clear,Working Day,2011,January,Monday
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Spring,Clear,Working Day,2011,January,Monday
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Spring,Clear,Working Day,2011,January,Monday
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Spring,Clear,Working Day,2011,January,Monday
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Spring,Clear,Working Day,2011,January,Monday
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Spring,Clear,Working Day,2011,January,Monday
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Spring,Clear,Working Day,2011,January,Monday
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Spring,Clear,Working Day,2011,January,Monday
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Spring,Mist,Working Day,2011,January,Monday
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Spring,Mist,Working Day,2011,January,Monday
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Spring,Mist,Working Day,2011,January,Monday
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Spring,Mist,Working Day,2011,January,Monday
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Spring,Mist,Working Day,2011,January,Monday
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Spring,Mist,Working Day,2011,January,Monday
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Spring,Mist,Working Day,2011,January,Monday
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Spring,Mist,Working Day,2011,January,Monday
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Spring,Clear,Working Day,2011,January,Monday
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Spring,Clear,Working Day,2011,January,Monday
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Spring,Clear,Working Day,2011,January,Monday
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Spring,Clear,Working Day,2011,January,Monday
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Spring,Clear,Working Day,2011,January,Monday
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Spring,Clear,Working Day,2011,January,Monday
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Spring,Clear,Working Day,2011,January,Monday
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Spring,Clear,Working Day,2011,January,Monday
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Spring,Clear,Working Day,2011,January,Tuesday
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Spring,Clear,Working Day,2011,January,Tuesday
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Spring,Mist,Working Day,2011,January,Tuesday
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Spring,Mist,Working Day,2011,January,Tuesday
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Spring,Mist,Working Day,2011,January,Tuesday
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Spring,Mist,Working Day,2011,January,Tuesday
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Spring,Mist,Working Day,2011,January,Tuesday
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Spring,Mist,Working Day,2011,January,Tuesday
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Spring,Mist,Working Day,2011,January,Tuesday
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Spring,Mist,Working Day,2011,January,Tuesday
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Spring,Mist,Working Day,2011,January,Tuesday
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Spring,Mist,Working Day,2011,January,Tuesday
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Spring,Mist,Working Day,2011,January,Tuesday
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Spring,Mist,Working Day,2011,January,Tuesday
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Spring,Mist,Working Day,2011,January,Tuesday
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Spring,Mist,Working Day,2011,January,Tuesday
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Spring,Light Rain/Snow,Working Day,2011,January,Tuesday
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Spring,Mist,Working Day,2011,January,Wednesday
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Spring,Mist,Working Day,2011,January,Wednesday
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Spring,Clear,Working Day,2011,January,Wednesday
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Spring,Clear,Working Day,2011,January,Wednesday
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Spring,Clear,Working Day,2011,January,Wednesday
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Spring,Clear,Working Day,2011,January,Wednesday
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Spring,Clear,Working Day,2011,January,Wednesday
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Spring,Clear,Working Day,2011,January,Wednesday
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Spring,Clear,Working Day,2011,January,Wednesday
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Spring,Clear,Working Day,2011,January,Wednesday
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Spring,Clear,Working Day,2011,January,Wednesday
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Spring,Clear,Working Day,2011,January,Wednesday
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Spring,Clear,Working Day,2011,January,Wednesday
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Spring,Clear,Working Day,2011,January,Wednesday
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Spring,Clear,Working Day,2011,January,Wednesday
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Spring,Clear,Working Day,2011,January,Wednesday
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Spring,Clear,Working Day,2011,January,Wednesday
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Spring,Clear,Working Day,2011,January,Wednesday
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Spring,Clear,Working Day,2011,January,Wednesday
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Spring,Clear,Working Day,2011,January,Wednesday
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Spring,Clear,Working Day,2011,January,Wednesday
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Spring,Clear,Working Day,2011,January,Wednesday
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Spring,Clear,Working Day,2011,January,Thursday
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Spring,Clear,Working Day,2011,January,Thursday
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Spring,Clear,Working Day,2011,January,Thursday
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Spring,Clear,Working Day,2011,January,Thursday
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Spring,Clear,Working Day,2011,January,Thursday
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Spring,Clear,Working Day,2011,January,Thursday
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Spring,Clear,Working Day,2011,January,Thursday
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Spring,Clear,Working Day,2011,January,Thursday
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Spring,Clear,Working Day,2011,January,Thursday
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Spring,Clear,Working Day,2011,January,Thursday
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Spring,Mist,Working Day,2011,January,Thursday
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Spring,Mist,Working Day,2011,January,Thursday
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Spring,Clear,Working Day,2011,January,Thursday
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Spring,Clear,Working Day,2011,January,Thursday
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Spring,Clear,Working Day,2011,January,Thursday
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Spring,Clear,Working Day,2011,January,Thursday
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Spring,Clear,Working Day,2011,January,Thursday
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Spring,Clear,Working Day,2011,January,Thursday
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Spring,Clear,Working Day,2011,January,Thursday
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Spring,Clear,Working Day,2011,January,Thursday
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Spring,Clear,Working Day,2011,January,Thursday
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Spring,Clear,Working Day,2011,January,Thursday
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Spring,Clear,Working Day,2011,January,Thursday
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Spring,Clear,Working Day,2011,January,Thursday
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Spring,Clear,Working Day,2011,January,Friday
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Spring,Clear,Working Day,2011,January,Friday
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Spring,Clear,Working Day,2011,January,Friday
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Spring,Clear,Working Day,2011,January,Friday
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Spring,Clear,Working Day,2011,January,Friday
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Spring,Clear,Working Day,2011,January,Friday
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Spring,Clear,Working Day,2011,January,Friday
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Spring,Clear,Working Day,2011,January,Friday
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Spring,Clear,Working Day,2011,January,Friday
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Spring,Clear,Working Day,2011,January,Friday
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Spring,Clear,Working Day,2011,January,Friday
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Spring,Clear,Working Day,2011,January,Friday
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Spring,Clear,Working Day,2011,January,Friday
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Spring,Clear,Working Day,2011,January,Friday
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Spring,Clear,Working Day,2011,January,Friday
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Spring,Clear,Working Day,2011,January,Friday
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Spring,Clear,Working Day,2011,January,Friday
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Spring,Clear,Working Day,2011,January,Friday
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Spring,Clear,Working Day,2011,January,Friday
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Spring,Clear,Working Day,2011,January,Friday
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Spring,Clear,Working Day,2011,January,Friday
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Spring,Mist,Working Day,2011,January,Friday
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Spring,Mist,Working Day,2011,January,Friday
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Spring,Clear,Weekend/Holiday,2011,January,Saturday
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Spring,Mist,Weekend/Holiday,2011,January,Saturday
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Spring,Mist,Weekend/Holiday,2011,January,Saturday
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Spring,Mist,Weekend/Holiday,2011,January,Saturday
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Spring,Mist,Weekend/Holiday,2011,January,Saturday
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Spring,Clear,Weekend/Holiday,2011,January,Saturday
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Spring,Clear,Weekend/Holiday,2011,January,Saturday
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Spring,Clear,Weekend/Holiday,2011,January,Saturday
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Spring,Clear,Weekend/Holiday,2011,January,Saturday
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Spring,Clear,Weekend/Holiday,2011,January,Saturday
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Spring,Clear,Weekend/Holiday,2011,January,Saturday
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Spring,Clear,Weekend/Holiday,2011,January,Saturday
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Spring,Clear,Weekend/Holiday,2011,January,Saturday
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Spring,Clear,Weekend/Holiday,2011,January,Saturday
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Spring,Clear,Weekend/Holiday,2011,January,Saturday
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Spring,Mist,Weekend/Holiday,2011,January,Saturday
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Spring,Mist,Weekend/Holiday,2011,January,Saturday
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Spring,Mist,Weekend/Holiday,2011,January,Saturday
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Spring,Mist,Weekend/Holiday,2011,January,Saturday
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Spring,Mist,Weekend/Holiday,2011,January,Saturday
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Spring,Mist,Weekend/Holiday,2011,January,Saturday
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Spring,Mist,Weekend/Holiday,2011,January,Saturday
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Spring,Mist,Weekend/Holiday,2011,January,Saturday
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Spring,Clear,Weekend/Holiday,2011,January,Saturday
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Spring,Clear,Weekend/Holiday,2011,January,Sunday
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Spring,Clear,Weekend/Holiday,2011,January,Sunday
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Spring,Clear,Weekend/Holiday,2011,January,Sunday
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Spring,Clear,Weekend/Holiday,2011,January,Sunday
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Spring,Clear,Weekend/Holiday,2011,January,Sunday
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Spring,Mist,Weekend/Holiday,2011,January,Sunday
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Spring,Mist,Weekend/Holiday,2011,January,Sunday
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Spring,Mist,Weekend/Holiday,2011,January,Sunday
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Spring,Clear,Weekend/Holiday,2011,January,Sunday
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Spring,Clear,Weekend/Holiday,2011,January,Sunday
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Spring,Clear,Weekend/Holiday,2011,January,Sunday
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Spring,Clear,Weekend/Holiday,2011,January,Sunday
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Spring,Clear,Weekend/Holiday,2011,January,Sunday
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Spring,Clear,Weekend/Holiday,2011,January,Sunday
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Spring,Clear,Weekend/Holiday,2011,January,Sunday
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Spring,Clear,Weekend/Holiday,2011,January,Sunday
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Spring,Clear,Weekend/Holiday,2011,January,Sunday
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Spring,Clear,Weekend/Holiday,2011,January,Sunday
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Spring,Clear,Weekend/Holiday,2011,January,Sunday
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Spring,Clear,Weekend/Holiday,2011,January,Sunday
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Spring,Clear,Weekend/Holiday,2011,January,Sunday
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Spring,Clear,Weekend/Holiday,2011,January,Sunday
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Spring,Mist,Weekend/Holiday,2011,January,Sunday
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Spring,Mist,Weekend/Holiday,2011,January,Sunday
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Spring,Mist,Weekend/Holiday,2011,January,Monday
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Spring,Mist,Weekend/Holiday,2011,January,Monday
